episode,step,path,chosen_path,state,active_keys,pool_keys,promoted_key,demoted_keys,chosen_GA,chosen_GD,xi_total,xi_1,xi_2,xi_3,EA_payoff_mean,EA_payoff_max,ED_payoff_mean,ED_payoff_max,AC_total,AC_T,AC_H,AC_K,AC_R,AC_D,DC_total,DC_ASSC,DC_NC,DC_AIC,llm_latency_s,s_P1,s_P2,g_P1,g_P2,BRpath_P1,BRpath_P2,piPath_P1,piPath_P2,pP1_GA1,pP1_GA2,pP1_GA3,pP2_GA1,pP2_GA2,pP2_GA3,BR_GA1,BR_GA2,BR_GA3,piA_GA1,piA_GA2,piA_GA3,p_GA1,p_GA2,p_GA3,q_GD1,q_GD2,q_GD3,q_GD4,q_GD5,q_GD6,q_GD7,q_GD8,qbar_GD1,qbar_GD2,qbar_GD3,qbar_GD4,qbar_GD5,qbar_GD6,qbar_GD7,qbar_GD8,best_def_key,episode_summary_latency_s
111,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD1,0.4746666666666667,0.3666666666666667,0.09,0.017999999999999995,-15.583031780446106,-11.909016418878213,-5.71486028760077,-5.050587695730753,11.299999999999999,2,3,4,2,3,6.350208125210601,1.6,4.750208125210601,0.0,0.9918348789215088,0.33934943217834945,0.6606505678216507,-12.886549047649138,-13.340785363266926,0.5377808746833237,0.4622191253166763,0.3790357206793443,0.6209642793206558,0.8602955260575205,0.051252793385351846,0.08845168055712765,0.8605194440474944,0.051201661004288274,0.08827889494821738,0.7181272885526532,0.06263941055948183,0.219233300887865,0.817801797399042,0.05463298587084634,0.12756521673011167,0.8604434576047422,0.05121901274876812,0.08833752964648967,0.35084738290381,0.39033901147496763,0.25881360562122235,0.0,0.0,0.0,0.0,0.0,0.34813553717785756,0.37525425860622574,0.27661020421591676,0.0,0.0,0.0,0.0,0.0,GD2,
111,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD1,0.572,0.3,0.16999999999999998,0.10199999999999998,-15.338935543218794,-11.651579245842136,-5.729695226798752,-5.082803542239917,11.299999999999999,2,3,4,2,3,6.350208125210601,1.6,4.750208125210601,0.0,1.3450462818145752,0.33934943217834945,0.6606505678216507,-12.886549047649138,-13.340785363266926,0.5377808746833237,0.4622191253166763,0.3790357206793443,0.6209642793206558,0.8602955260575205,0.051252793385351846,0.08845168055712765,0.8605194440474944,0.051201661004288274,0.08827889494821738,0.7186331213610295,0.06272070313520704,0.2186461755037633,0.8179535472415549,0.05465737364356391,0.12738907911488118,0.8604434576047422,0.05121901274876812,0.08833752964648967,0.3508473895080311,0.3903390089677132,0.25881360152425575,0.0,0.0,0.0,0.0,0.0,0.3481355421310233,0.3752542567257848,0.2766102011431918,0.0,0.0,0.0,0.0,0.0,GD2,11.203574419021606
112,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD2,0.27999999999999997,0.24,0.039999999999999994,0.0,-15.710145234732831,-12.06335263015374,-5.578531663129183,-4.878275195895328,11.299999999999999,2,3,4,2,3,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,1.0128836631774902,0.34115620655850903,0.658843793441491,-14.055627716513508,-12.610199652510328,0.3818249635961382,0.6181750364038618,0.3492899579660349,0.6507100420339652,0.8603907200192016,0.05125379989794701,0.08835548008285139,0.8606092368325844,0.05120435023763896,0.08818641292977679,0.7183625022778721,0.06270709135707911,0.21893040636504893,0.8179352164661706,0.054655172573470995,0.1274096109603584,0.8605346884654614,0.051221220296165264,0.08824409123837337,0.35084739552864824,0.390339006681377,0.2588135977899748,0.0,0.0,0.0,0.0,0.0,0.3481355466464862,0.37525425501103277,0.27661019834248113,0.0,0.0,0.0,0.0,0.0,GD2,
112,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD1,3.020666666666666,0.8166666666666667,1.0099999999999998,1.1939999999999997,-13.485444311965786,-9.758310178795458,-7.807463652909241,-7.2777543522039325,11.299999999999999,2,3,4,2,3,6.350208125210601,1.6,4.750208125210601,0.0,1.1760802268981934,0.34115620655850903,0.658843793441491,-14.055627716513508,-12.610199652510328,0.3818249635961382,0.6181750364038618,0.3492899579660349,0.6507100420339652,0.8603907200192016,0.05125379989794701,0.08835548008285139,0.8606092368325844,0.05120435023763896,0.08818641292977679,0.7165197135677251,0.06201973057188179,0.22146055586039304,0.8173823798531266,0.0544489643379118,0.12816865580896164,0.8605346884654614,0.051221220296165264,0.08824409123837337,0.3508474010172214,0.3903390045965255,0.2588135943862532,0.0,0.0,0.0,0.0,0.0,0.3481355507629161,0.37525425344739416,0.27661019578968987,0.0,0.0,0.0,0.0,0.0,GD2,16.07492160797119
113,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD3,0.648,0.39999999999999997,0.2,0.047999999999999994,-15.498495131575472,-11.841385944274329,-5.804908612896455,-5.1260954203777365,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,2.025437593460083,0.3394931186787036,0.6605068813212965,-13.790053422452454,-12.187577252291456,0.3695474552493326,0.6304525447506674,0.3455039859928294,0.6544960140071707,0.8604897961131768,0.05125612447223019,0.08825407941459318,0.8607014783108368,0.05120882213891614,0.08808969955024702,0.7179646847396581,0.06259291557440083,0.2194423996859411,0.8178804402394833,0.054624050169561546,0.12749550959095526,0.8606296136613845,0.051224880955573704,0.08814550538304189,0.35084740602075704,0.3903390026954303,0.2588135912838127,0.0,0.0,0.0,0.0,0.0,0.3481355545155678,0.37525425202157275,0.27661019346285953,0.0,0.0,0.0,0.0,0.0,GD2,
113,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA3,GD2,1.2106666666666668,0.5866666666666667,0.38400000000000006,0.23999999999999996,-14.789614138305874,-11.07493908300983,-6.345800359638734,-5.753130429553802,14.900000000000002,6,2,3,3,4,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,1.3861517906188965,0.3394931186787036,0.6605068813212965,-13.790053422452454,-12.187577252291456,0.3695474552493326,0.6304525447506674,0.3455039859928294,0.6544960140071707,0.8604897961131768,0.05125612447223019,0.08825407941459318,0.8607014783108368,0.05120882213891614,0.08808969955024702,0.7180113970657466,0.06251286904101232,0.2194757338932412,0.8178944539373096,0.05460003620954498,0.1275055098531453,0.8606296136613845,0.051224880955573704,0.08814550538304189,0.3508474105821099,0.3903390009619194,0.25881358845597074,0.0,0.0,0.0,0.0,0.0,0.3481355579365824,0.3752542507214396,0.27661019134197806,0.0,0.0,0.0,0.0,0.0,GD2,6.576282739639282
114,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD1,6.189499999999999,1.45,2.0199999999999996,2.7194999999999996,-11.718319166533718,-7.676042354568493,-9.85165025486785,-9.734561830464335,11.299999999999999,2,3,4,2,3,6.350208125210601,1.6,4.750208125210601,0.0,1.631943702697754,0.33757030198119764,0.6624296980188024,-12.40481207588204,-9.98176390978243,0.3083845132877249,0.691615486712275,0.3317331442425031,0.6682668557574969,0.8605698874248361,0.05125564807536506,0.08817446449979884,0.8607779367848674,0.051209327556796636,0.08801273565833603,0.7107359826544617,0.060580100318889274,0.22868391702664898,0.8157653505457457,0.05402055938542443,0.13021409006882992,0.8607077054995746,0.0512249639882377,0.08806733051218771,0.3508474147403494,0.39033899938124095,0.25881358587840964,0.0,0.0,0.0,0.0,0.0,0.34813556105526205,0.37525424953593073,0.2766101894088072,0.0,0.0,0.0,0.0,0.0,GD2,
114,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",GD5,[],GA1,GD1,3.927666666666666,1.2666666666666666,1.29,1.3709999999999998,-12.7848030059082,-8.953375617026133,-8.594689971211851,-8.20984879818884,11.299999999999999,2,3,4,2,3,6.350208125210601,1.6,4.750208125210601,0.0,1.3825504779815674,0.33757030198119764,0.6624296980188024,-12.40481207588204,-9.98176390978243,0.3083845132877249,0.691615486712275,0.3317331442425031,0.6682668557574969,0.8605698874248361,0.05125564807536506,0.08817446449979884,0.8607779367848674,0.051209327556796636,0.08801273565833603,0.7157219698003094,0.0617583241214167,0.2225197060782739,0.8172611466895,0.05437402652618266,0.1283648267843174,0.8607077054995746,0.0512249639882377,0.08806733051218771,0.35084741853109425,0.39033899793993876,0.25881358352896694,0.0,0.0,0.0,0.0,0.0,0.34813556389832073,0.3752542484549541,0.27661018764672524,0.0,0.0,0.0,0.0,0.0,GD2,13.731214761734009
115,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3"", ""GD5""]","[""GD4"", ""GD6"", ""GD7"", ""GD8""]",,[],GA1,GD3,1.1493333333333333,0.5333333333333333,0.4,0.21599999999999997,-15.170035413833759,-11.515372374388944,-6.472412273050203,-5.489044388549665,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,1.7433857917785645,0.33425219603971495,0.665747803960285,-13.85757740317242,-12.295328048891738,0.3726769256538545,0.6273230743461454,0.3419371419625429,0.6580628580374571,0.8605732484093118,0.05124245902435145,0.08818429256633684,0.8607923705844402,0.0511919993676594,0.08801563004790042,0.7173424468869876,0.06241523408442859,0.22024231902858382,0.8177573934752044,0.05455896978269015,0.12768363674210542,0.8607191285162024,0.05120886561872011,0.08807200586507737,0.34737368513546213,0.3864742540848903,0.2562510706806378,0.0,0.009900990099009901,0.0,0.0,0.0,0.34737368513546213,0.3864742540848903,0.2562510706806378,0.0,0.009900990099009901,0.0,0.0,0.0,GD2,
115,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3"", ""GD5""]","[""GD4"", ""GD6"", ""GD7"", ""GD8""]",,"[""GD5""]",GA3,GD1,3.933333333333333,0.8833333333333334,1.25,1.7999999999999998,-12.773194013963092,-8.953375617026133,-8.987680871395277,-8.20984879818884,14.900000000000002,6,2,3,3,4,6.350208125210601,1.6,4.750208125210601,0.0,3.2215170860290527,0.33425219603971495,0.665747803960285,-13.85757740317242,-12.295328048891738,0.3726769256538545,0.6273230743461454,0.3419371419625429,0.6580628580374571,0.8605732484093118,0.05124245902435145,0.08818429256633684,0.8607923705844402,0.0511919993676594,0.08801563004790042,0.7157264501322299,0.06175993230618668,0.22251361756158333,0.8172725944487771,0.05436237924921758,0.12836502630200528,0.8607191285162024,0.05120886561872011,0.08807200586507737,0.34737368513546213,0.3864742540848903,0.2562510706806378,0.0,0.0099009900990099,0.0,0.0,0.0,0.34737368513546213,0.3864742540848903,0.2562510706806378,0.0,0.0099009900990099,0.0,0.0,0.0,GD2,13.187317609786987
116,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD3,0.5253333333333333,0.3333333333333333,0.12,0.07199999999999998,-15.574562925496751,-11.921155222012244,-5.72354804990966,-5.037035027204371,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,2.716094493865967,0.33245491300039737,0.6675450869996026,-13.966400611542843,-12.468466862922119,0.3777025413595367,0.6222974586404634,0.34150443867222524,0.6584955613277748,0.8606520282753912,0.05124381428673645,0.08810415743787245,0.8608662858319571,0.05119487887081927,0.08793883529722367,0.7181077717740153,0.0626339387878458,0.21925828943813888,0.8180387316145745,0.05462659684592723,0.12733467153949823,0.8607950548546293,0.05121114769026065,0.0879937974551101,0.35084742198681673,0.3903389966257391,0.25881358138744415,0.0,0.0,0.0,0.0,0.0,0.34813556649011257,0.37525424746930436,0.27661018604058313,0.0,0.0,0.0,0.0,0.0,GD2,
116,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD1,1.38,0.5499999999999999,0.44,0.38999999999999996,-14.715509724513453,-10.935207166419069,-6.430168147473287,-5.914936555873921,11.299999999999999,2,3,4,2,3,6.350208125210601,1.6,4.750208125210601,0.0,10.135403871536255,0.33245491300039737,0.6675450869996026,-13.966400611542843,-12.468466862922119,0.3777025413595367,0.6222974586404634,0.34150443867222524,0.6584955613277748,0.8606520282753912,0.05124381428673645,0.08810415743787245,0.8608662858319571,0.05119487887081927,0.08793883529722367,0.7179392157990773,0.06248911895572157,0.21957166524520116,0.8179881648220931,0.054583150896289956,0.1274286842816169,0.8607950548546293,0.05121114769026065,0.0879937974551101,0.35084742513712047,0.3903389954274472,0.2588135794354324,0.0,0.0,0.0,0.0,0.0,0.35084742513712047,0.3903389954274472,0.2588135794354324,0.0,0.0,0.0,0.0,0.0,GD2,23.824012517929077
117,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD2,2.7866666666666666,0.8666666666666666,0.9119999999999999,1.008,-13.930828215123478,-10.187040488579338,-7.481836373993024,-6.957909050025111,11.299999999999999,2,3,4,2,3,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,2.5436806678771973,0.33078840656979286,0.6692115934302071,-10.616309660628724,-7.132874997370406,0.23845931533166725,0.7615406846683327,0.31232258832216775,0.6876774116778323,0.8607323500440961,0.05124590982571062,0.08802174013019322,0.8609409225448246,0.051198756263571614,0.08786032119160388,0.7149904394930572,0.061750980335602085,0.22325858017134081,0.8171557776292944,0.05436442348518075,0.12847979888552497,0.8608719291796543,0.051214354115255656,0.08791371670509003,0.35084742513712047,0.3903389954274472,0.2588135794354324,0.0,0.0,0.0,0.0,0.0,0.34813556885284036,0.3752542465705854,0.27661018457657427,0.0,0.0,0.0,0.0,0.0,GD2,
117,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD1,4.191333333333333,1.0833333333333333,1.3499999999999999,1.7579999999999998,-12.597015352967013,-8.835292307231121,-8.803709073285901,-8.34658636972697,11.299999999999999,2,3,4,2,3,6.350208125210601,1.6,4.750208125210601,0.0,2.999697685241699,0.33078840656979286,0.6692115934302071,-10.616309660628724,-7.132874997370406,0.23845931533166725,0.7615406846683327,0.31232258832216775,0.6876774116778323,0.8607323500440961,0.05124590982571062,0.08802174013019322,0.8609409225448246,0.051198756263571614,0.08786032119160388,0.7154977183601704,0.061685826583292545,0.22281645505653697,0.8173079612894283,0.0543448773594879,0.12834716135108382,0.8608719291796543,0.051214354115255656,0.08791371670509003,0.35084742800899404,0.3903389943348522,0.25881357765615376,0.0,0.0,0.0,0.0,0.0,0.3481355710067456,0.3752542457511392,0.27661018324211534,0.0,0.0,0.0,0.0,0.0,GD2,12.13753628730774
118,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA3,GD2,0.25173333333333336,0.17333333333333334,0.064,0.014399999999999998,-15.721191014315359,-12.065086744887175,-5.566890857075366,-4.87633910039156,14.900000000000002,6,2,3,3,4,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,2.5832321643829346,0.325816307824575,0.674183692175425,-13.928040086520056,-12.407479508520675,0.37593142165155535,0.6240685783484446,0.33583933058997106,0.6641606694100289,0.8606327938527643,0.05121722942986098,0.08814997671737479,0.8608711150070928,0.05115958523926327,0.08796929975364381,0.7183849196571117,0.06271347668962898,0.21890160365325936,0.8181252564020985,0.05462575267437299,0.1272489909235285,0.860793466088513,0.05117836665661136,0.0880281672548756,0.3508474306270418,0.3903389933386414,0.2588135760343169,0.0,0.0,0.0,0.0,0.0,0.34813557297028136,0.3752542450039811,0.27661018202573767,0.0,0.0,0.0,0.0,0.0,GD2,
118,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA3,GD2,1.58752,0.52,0.552,0.5155200000000001,-14.450556475330208,-10.675423884870046,-6.726959290537603,-6.215759213257803,14.900000000000002,6,2,3,3,4,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,1.6404995918273926,0.325816307824575,0.674183692175425,-13.928040086520056,-12.407479508520675,0.37593142165155535,0.6240685783484446,0.33583933058997106,0.6641606694100289,0.8606327938527643,0.05121722942986098,0.08814997671737479,0.8608711150070928,0.05115958523926327,0.08796929975364381,0.7176306181501919,0.062385932770391346,0.21998344907941678,0.8178989659500226,0.05452748949860169,0.12757354455137573,0.860793466088513,0.05117836665661136,0.0880281672548756,0.35084743301369414,0.3903389924303212,0.2588135745559847,0.0,0.0,0.0,0.0,0.0,0.3481355747602706,0.3752542443227409,0.2766101809169885,0.0,0.0,0.0,0.0,0.0,GD2,9.703703880310059
119,1,P1,P1,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD1,0.16666666666666666,0.16666666666666666,0.0,0.0,-16.288719039626958,-12.639869538133807,-5.8317758606980465,-5.135511422501974,11.299999999999999,2,3,4,2,3,6.350208125210601,1.6,4.750208125210601,0.0,0.9622774124145508,0.3241802960250169,0.6758197039749831,-13.99249182118533,-12.510404184176988,0.3789448485986192,0.6210551514013807,0.33513320653973744,0.6648667934602627,0.8607111995463885,0.05122156906252853,0.08806723139108302,0.860942648831125,0.05116637489432333,0.08789097627455161,0.7187339541319707,0.06295004581988661,0.2183160000481427,0.8181180259220632,0.054740112089735955,0.1271418619882009,0.8608676175334844,0.05118426775611095,0.0879481147104047,0.35084743518940004,0.39033899160214525,0.2588135732084547,0.0,0.0,0.0,0.0,0.0,0.34813557639205006,0.375254243701609,0.27661017990634107,0.0,0.0,0.0,0.0,0.0,GD2,
119,2,P1,P1,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD1,4.4635,1.05,1.42,1.9934999999999996,-13.33274675500854,-9.370863335525101,-8.262768293868318,-8.001986978987324,11.299999999999999,2,3,4,2,3,6.350208125210601,1.6,4.750208125210601,0.0,3.566923141479492,0.3241802960250169,0.6758197039749831,-13.99249182118533,-12.510404184176988,0.3789448485986192,0.6210551514013807,0.33513320653973744,0.6648667934602627,0.8607111995463885,0.05122156906252853,0.08806723139108302,0.860942648831125,0.05116637489432333,0.08789097627455161,0.7117614065467927,0.06133918820416035,0.226899405249047,0.8160262616465097,0.05425685480501807,0.12971688354847222,0.8608676175334844,0.05118426775611095,0.0879481147104047,0.35084743717280154,0.3903389908470491,0.2588135719801495,0.0,0.0,0.0,0.0,0.0,0.34813557787960114,0.3752542431352867,0.2766101789851121,0.0,0.0,0.0,0.0,0.0,GD2,6.894715309143066
120,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD1,2.3546666666666667,0.7166666666666667,0.75,0.8879999999999998,-14.33587247121339,-10.698604334942045,-7.047079760182487,-6.392223573347231,11.299999999999999,2,3,4,2,3,6.350208125210601,1.6,4.750208125210601,0.0,1.5356125831604004,0.3226276098622769,0.6773723901377232,-13.160579339344912,-13.778225976999085,0.5512895115454307,0.44871048845456935,0.36835999019890764,0.6316400098010924,0.8607889888259919,0.05122595428249867,0.0879850568915095,0.8610133415248493,0.051173217552732325,0.08781344092241834,0.7157492930785723,0.061964356669288095,0.2222863502521397,0.8174341269909663,0.05441055928769907,0.12815531372133476,0.8609409591498507,0.05119023187780879,0.08786880897234041,0.3508474389808936,0.3903389901585898,0.2588135708605167,0.0,0.0,0.0,0.0,0.0,0.3481355792356702,0.37525424261894225,0.27661017814538746,0.0,0.0,0.0,0.0,0.0,GD2,
120,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD4"", ""GD6"", ""GD7"", ""GD8"", ""GD5""]",GD4,[],GA1,GD3,0.13333333333333333,0.13333333333333333,0.0,0.0,-15.67673178657514,-12.035350002675923,-5.350240711212706,-4.634518815286961,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,4.069475889205933,0.3226276098622769,0.6773723901377232,-13.160579339344912,-13.778225976999085,0.5512895115454307,0.44871048845456935,0.36835999019890764,0.6316400098010924,0.8607889888259919,0.05122595428249867,0.0879850568915095,0.8610133415248493,0.051173217552732325,0.08781344092241834,0.7190113630946968,0.06284828228384051,0.21814035462146275,0.8184127479958037,0.05467573697206479,0.1269115150321317,0.8609409591498507,0.05119023187780879,0.08786880897234041,0.35084744062916956,0.3903389895308919,0.2588135698399386,0.0,0.0,0.0,0.0,0.0,0.35084744062916956,0.3903389895308919,0.2588135698399386,0.0,0.0,0.0,0.0,0.0,GD2,11.887404918670654
121,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3"", ""GD4""]","[""GD6"", ""GD7"", ""GD8"", ""GD5""]",,[],GA1,GD3,3.056,1.0,1.1199999999999999,0.9359999999999998,-14.226194786010632,-10.275480339984417,-7.15221498707152,-6.6557294653562,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,2.183753490447998,0.32481252388084236,0.6751874761191576,-12.020848292172182,-9.370119850913158,0.29243726186363805,0.707562738136362,0.31833747147740155,0.6816625285225986,0.860871587754839,0.051231343416543514,0.08789706882861754,0.8610875473064854,0.05118145204039043,0.08773100065312421,0.7153234923826713,0.06184475216597986,0.22283175545134884,0.8173583308293412,0.054380442078067255,0.1282612270925916,0.861017400939459,0.0511976573841986,0.08778494167634249,0.34737370359323716,0.38647424706028904,0.25625105924746394,0.009900990099009901,0.0,0.0,0.0,0.0,0.34737370359323716,0.38647424706028904,0.25625105924746394,0.009900990099009901,0.0,0.0,0.0,0.0,GD2,
121,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3"", ""GD4""]","[""GD6"", ""GD7"", ""GD8"", ""GD5""]",,"[""GD4""]",GA1,GD2,2.1751466666666666,0.7866666666666666,0.6799999999999999,0.7084799999999999,-13.965953866219875,-10.165697597588245,-7.252740924807203,-6.80600973039739,11.299999999999999,2,3,4,2,3,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,2.894049644470215,0.32481252388084236,0.6751874761191576,-12.020848292172182,-9.370119850913158,0.29243726186363805,0.707562738136362,0.31833747147740155,0.6816625285225986,0.860871587754839,0.051231343416543514,0.08789706882861754,0.8610875473064854,0.05118145204039043,0.08773100065312421,0.717094336577911,0.062209389889177354,0.22069627353291166,0.817889584087913,0.0544898333950265,0.12762058251706043,0.861017400939459,0.0511976573841986,0.08778494167634249,0.34737370359323716,0.38647424706028904,0.25625105924746394,0.0099009900990099,0.0,0.0,0.0,0.0,0.34737370359323716,0.38647424706028904,0.25625105924746394,0.0099009900990099,0.0,0.0,0.0,0.0,GD2,38.984750509262085
122,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD6"", ""GD7"", ""GD8"", ""GD5"", ""GD4""]",,[],GA1,GD3,0.9946666666666666,0.6666666666666666,0.27999999999999997,0.047999999999999994,-15.308421001951501,-11.615951028928052,-6.00866809941337,-5.377787835867682,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,2.0101728439331055,0.321288601593199,0.678711398406801,-13.677854028441514,-12.009274018216239,0.3644287048239681,0.6355712951760318,0.32991662223935286,0.6700833777606472,0.8608384176440348,0.05121664503665988,0.08794493731930533,0.8610688408695534,0.051161577619502525,0.087769581510944,0.7176110901351107,0.062491590380593404,0.2198973194842958,0.8180315156492206,0.05456058144782979,0.12740790290294957,0.8609948085136521,0.05117927015295437,0.08782592133339366,0.3508474406291695,0.3903389895308919,0.25881356983993853,0.0,0.0,0.0,0.0,0.0,0.34813558047187715,0.37525424214816894,0.2766101773799539,0.0,0.0,0.0,0.0,0.0,GD2,
122,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD6"", ""GD7"", ""GD8"", ""GD5"", ""GD4""]",,[],GA1,GD2,3.577066666666666,1.1066666666666667,1.2079999999999997,1.2623999999999997,-12.880121483951934,-9.04981032002539,-8.48785808140727,-8.098179781432702,11.299999999999999,2,3,4,2,3,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,3.736462354660034,0.321288601593199,0.678711398406801,-13.677854028441514,-12.009274018216239,0.3644287048239681,0.6355712951760318,0.32991662223935286,0.6700833777606472,0.8608384176440348,0.05121664503665988,0.08794493731930533,0.8610688408695534,0.051161577619502525,0.087769581510944,0.7158412078819009,0.061798542503612025,0.22236024961448705,0.8175005509732577,0.05435266708473538,0.12814678194200693,0.8609948085136521,0.05117927015295437,0.08782592133339366,0.35084744213175373,0.3903389889585973,0.2588135689096489,0.0,0.0,0.0,0.0,0.0,0.35084744213175373,0.3903389889585973,0.2588135689096489,0.0,0.0,0.0,0.0,0.0,GD2,9.287856817245483
123,1,P2,P2,S1,"[""GD1"", ""GD2"", ""GD3""]","[""GD6"", ""GD7"", ""GD8"", ""GD5"", ""GD4""]",,[],GA1,GD2,1.1178666666666666,0.4266666666666667,0.384,0.3072,-15.077286042271774,-11.354099704179683,-6.256228378309583,-5.667379132044726,11.299999999999999,2,3,4,2,3,6.510208125210601,1.7600000000000002,4.750208125210601,0.0,1.446284294128418,0.3194493070813549,0.6805506929186451,-13.900122600932816,-12.363418203313724,0.3746697827275661,0.6253302172724338,0.33049340221059714,0.6695065977894029,0.8608929787303042,0.051218466360251874,0.08788855490944386,0.8611196250845495,0.05116470363298995,0.08771567128246055,0.7171779950139948,0.062367962648544745,0.22045404233746047,0.8179371360633831,0.05452568133765639,0.12753718259896052,0.8610472230637334,0.051181878098960576,0.08777089883730607,0.35084744213175373,0.3903389889585973,0.2588135689096489,0.0,0.0,0.0,0.0,0.0,0.3481355815988153,0.375254241718948,0.2766101766822367,0.0,0.0,0.0,0.0,0.0,GD2,
123,2,P2,P2,S2,"[""GD1"", ""GD2"", ""GD3""]","[""GD6"", ""GD7"", ""GD8"", ""GD5"", ""GD4""]",,[],GA1,GD3,1.5173333333333334,0.7333333333333334,0.52,0.26399999999999996,-14.827169837389818,-11.013929372949075,-6.305709179112586,-5.823778174848502,11.299999999999999,2,3,4,2,3,5.38166002687522,0.8800000000000001,4.5016600268752205,0.0,1.386840581893921,0.3194493070813549,0.6805506929186451,-13.900122600932816,-12.363418203313724,0.3746697827275661,0.6253302172724338,0.33049340221059714,0.6695065977894029,0.8608929787303042,0.051218466360251874,0.08788855490944386,0.8611196250845495,0.05116470363298995,0.08771567128246055,0.718063822865685,0.06252969950533967,0.21940647762897533,0.8182028844188902,0.05457420239469486,0.127222913186415,0.8610472230637334,0.051181878098960576,0.08777089883730607,0.3508474435015224,0.3903389884368198,0.25881356806165773,0.0,0.0,0.0,0.0,0.0,0.3481355826261418,0.37525424132761487,0.27661017604624333,0.0,0.0,0.0,0.0,0.0,GD2,16.027986526489258
