method,scenario_id,stage_id,recorded_at,role,strategy_id,population_share
baseline_game,sen4_edge2_clouddb,34,2026-06-29T04:02:13.750851+00:00,defender,D1_quarantine_sen4,0.2916502809230642
baseline_game,sen4_edge2_clouddb,34,2026-06-29T04:02:13.750851+00:00,defender,D2_rate_limit_sen4,0.19042269926306613
baseline_game,sen4_edge2_clouddb,34,2026-06-29T04:02:13.750851+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.14605327619275008
baseline_game,sen4_edge2_clouddb,34,2026-06-29T04:02:13.750851+00:00,defender,D4_isolate_edge2_vm_s4,0.14620795766160458
baseline_game,sen4_edge2_clouddb,35,2026-06-30T01:18:41.920220+00:00,defender,D0_observe,0.3188546350067751
baseline_game,sen4_edge2_clouddb,35,2026-06-30T01:18:41.920220+00:00,defender,D1_quarantine_sen4,0.4120874747491867
baseline_game,sen4_edge2_clouddb,35,2026-06-30T01:18:41.920220+00:00,defender,D2_rate_limit_sen4,0.26905789024403826
baseline_game,sen4_edge2_clouddb,36,2026-06-30T01:18:59.566928+00:00,defender,D0_observe,0.3188546350067751
baseline_game,sen4_edge2_clouddb,36,2026-06-30T01:18:59.566928+00:00,defender,D1_quarantine_sen4,0.4120874747491867
baseline_game,sen4_edge2_clouddb,36,2026-06-30T01:18:59.566928+00:00,defender,D2_rate_limit_sen4,0.26905789024403826
baseline_game,sen4_edge2_clouddb,37,2026-06-30T01:20:28.057804+00:00,defender,D0_observe,0.3188546350067751
baseline_game,sen4_edge2_clouddb,37,2026-06-30T01:20:28.057804+00:00,defender,D1_quarantine_sen4,0.4120874747491867
baseline_game,sen4_edge2_clouddb,37,2026-06-30T01:20:28.057804+00:00,defender,D2_rate_limit_sen4,0.26905789024403826
baseline_game,sen4_edge2_clouddb,38,2026-06-30T01:20:41.505774+00:00,defender,D0_observe,0.3188546350067751
baseline_game,sen4_edge2_clouddb,38,2026-06-30T01:20:41.505774+00:00,defender,D1_quarantine_sen4,0.4120874747491867
baseline_game,sen4_edge2_clouddb,38,2026-06-30T01:20:41.505774+00:00,defender,D2_rate_limit_sen4,0.26905789024403826
baseline_game,sen4_edge2_clouddb,39,2026-06-30T02:32:39.148743+00:00,attacker,A6_sen4_edge_to_cloud_probe,1.0
baseline_game,sen4_edge2_clouddb,39,2026-06-30T02:32:39.148743+00:00,defender,D0_observe,0.21801658415749348
baseline_game,sen4_edge2_clouddb,39,2026-06-30T02:32:39.148743+00:00,defender,D1_quarantine_sen4,0.30089585808155483
baseline_game,sen4_edge2_clouddb,39,2026-06-30T02:32:39.148743+00:00,defender,D2_rate_limit_sen4,0.19265052821656073
baseline_game,sen4_edge2_clouddb,39,2026-06-30T02:32:39.148743+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.14423793762933831
baseline_game,sen4_edge2_clouddb,39,2026-06-30T02:32:39.148743+00:00,defender,D4_isolate_edge2_vm_s4,0.1441990919150526
baseline_game,sen4_edge2_clouddb,40,2026-06-30T02:32:54.037305+00:00,attacker,A6_sen4_edge_to_cloud_probe,1.0
baseline_game,sen4_edge2_clouddb,40,2026-06-30T02:32:54.037305+00:00,defender,D0_observe,0.20856770464058635
baseline_game,sen4_edge2_clouddb,40,2026-06-30T02:32:54.037305+00:00,defender,D1_quarantine_sen4,0.30741194535965216
baseline_game,sen4_edge2_clouddb,40,2026-06-30T02:32:54.037305+00:00,defender,D2_rate_limit_sen4,0.193004511305207
baseline_game,sen4_edge2_clouddb,40,2026-06-30T02:32:54.037305+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.14554712380593843
baseline_game,sen4_edge2_clouddb,40,2026-06-30T02:32:54.037305+00:00,defender,D4_isolate_edge2_vm_s4,0.145468714888616
baseline_game,sen4_edge2_clouddb,41,2026-06-30T02:33:07.651059+00:00,attacker,A6_sen4_edge_to_cloud_probe,1.0
baseline_game,sen4_edge2_clouddb,41,2026-06-30T02:33:07.651059+00:00,defender,D0_observe,0.19940855295557247
baseline_game,sen4_edge2_clouddb,41,2026-06-30T02:33:07.651059+00:00,defender,D1_quarantine_sen4,0.3138925841842504
baseline_game,sen4_edge2_clouddb,41,2026-06-30T02:33:07.651059+00:00,defender,D2_rate_limit_sen4,0.1932482949767818
baseline_game,sen4_edge2_clouddb,41,2026-06-30T02:33:07.651059+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.14678459965235466
baseline_game,sen4_edge2_clouddb,41,2026-06-30T02:33:07.651059+00:00,defender,D4_isolate_edge2_vm_s4,0.14666596823104058
llm_defender,sen4_edge2_clouddb,1,2026-06-23T04:15:10.753118+00:00,attacker,A2_sensor_http_abuse_sen4,0.502532577896
llm_defender,sen4_edge2_clouddb,1,2026-06-23T04:15:10.753118+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.49746742210399997
llm_defender,sen4_edge2_clouddb,1,2026-06-23T04:15:10.753118+00:00,defender,D0_observe,0.19634543553333333
llm_defender,sen4_edge2_clouddb,1,2026-06-23T04:15:10.753118+00:00,defender,D1_quarantine_sen4,0.20379772323333334
llm_defender,sen4_edge2_clouddb,1,2026-06-23T04:15:10.753118+00:00,defender,D2_rate_limit_sen4,0.20196569816666668
llm_defender,sen4_edge2_clouddb,1,2026-06-23T04:15:10.753118+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.19809418473333334
llm_defender,sen4_edge2_clouddb,1,2026-06-23T04:15:10.753118+00:00,defender,D4_isolate_edge2_vm_s4,0.19979695833333336
llm_defender,sen4_edge2_clouddb,2,2026-06-23T04:17:35.420502+00:00,attacker,A2_sensor_http_abuse_sen4,0.502532577896
llm_defender,sen4_edge2_clouddb,2,2026-06-23T04:17:35.420502+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.49746742210399997
llm_defender,sen4_edge2_clouddb,2,2026-06-23T04:17:35.420502+00:00,defender,D0_observe,0.19634543553333333
llm_defender,sen4_edge2_clouddb,2,2026-06-23T04:17:35.420502+00:00,defender,D1_quarantine_sen4,0.20379772323333334
llm_defender,sen4_edge2_clouddb,2,2026-06-23T04:17:35.420502+00:00,defender,D2_rate_limit_sen4,0.20196569816666668
llm_defender,sen4_edge2_clouddb,2,2026-06-23T04:17:35.420502+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.19809418473333334
llm_defender,sen4_edge2_clouddb,2,2026-06-23T04:17:35.420502+00:00,defender,D4_isolate_edge2_vm_s4,0.19979695833333336
llm_defender,sen4_edge2_clouddb,3,2026-06-23T04:40:56.681984+00:00,attacker,A2_sensor_http_abuse_sen4,0.502532577896
llm_defender,sen4_edge2_clouddb,3,2026-06-23T04:40:56.681984+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.49746742210399997
llm_defender,sen4_edge2_clouddb,3,2026-06-23T04:40:56.681984+00:00,defender,D0_observe,0.19634543553333333
llm_defender,sen4_edge2_clouddb,3,2026-06-23T04:40:56.681984+00:00,defender,D1_quarantine_sen4,0.20379772323333334
llm_defender,sen4_edge2_clouddb,3,2026-06-23T04:40:56.681984+00:00,defender,D2_rate_limit_sen4,0.20196569816666668
llm_defender,sen4_edge2_clouddb,3,2026-06-23T04:40:56.681984+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.19809418473333334
llm_defender,sen4_edge2_clouddb,3,2026-06-23T04:40:56.681984+00:00,defender,D4_isolate_edge2_vm_s4,0.19979695833333336
llm_defender,sen4_edge2_clouddb,4,2026-06-23T04:43:17.424651+00:00,attacker,A2_sensor_http_abuse_sen4,0.502532577896
llm_defender,sen4_edge2_clouddb,4,2026-06-23T04:43:17.424651+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.49746742210399997
llm_defender,sen4_edge2_clouddb,4,2026-06-23T04:43:17.424651+00:00,defender,D0_observe,0.19634543553333333
llm_defender,sen4_edge2_clouddb,4,2026-06-23T04:43:17.424651+00:00,defender,D1_quarantine_sen4,0.20379772323333334
llm_defender,sen4_edge2_clouddb,4,2026-06-23T04:43:17.424651+00:00,defender,D2_rate_limit_sen4,0.20196569816666668
llm_defender,sen4_edge2_clouddb,4,2026-06-23T04:43:17.424651+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.19809418473333334
llm_defender,sen4_edge2_clouddb,4,2026-06-23T04:43:17.424651+00:00,defender,D4_isolate_edge2_vm_s4,0.19979695833333336
llm_defender,sen4_edge2_clouddb,5,2026-06-23T04:46:27.963972+00:00,attacker,A2_sensor_http_abuse_sen4,0.502784911994
llm_defender,sen4_edge2_clouddb,5,2026-06-23T04:46:27.963972+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.497215088006
llm_defender,sen4_edge2_clouddb,5,2026-06-23T04:46:27.963972+00:00,defender,D0_observe,0.24661858292708333
llm_defender,sen4_edge2_clouddb,5,2026-06-23T04:46:27.963972+00:00,defender,D2_rate_limit_sen4,0.25364391121875
llm_defender,sen4_edge2_clouddb,5,2026-06-23T04:46:27.963972+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.24880451942708334
llm_defender,sen4_edge2_clouddb,5,2026-06-23T04:46:27.963972+00:00,defender,D4_isolate_edge2_vm_s4,0.25093298642708334
llm_defender,sen4_edge2_clouddb,6,2026-06-24T00:25:29.345480+00:00,attacker,A2_sensor_http_abuse_sen4,0.502784911994
llm_defender,sen4_edge2_clouddb,6,2026-06-24T00:25:29.345480+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.497215088006
llm_defender,sen4_edge2_clouddb,6,2026-06-24T00:25:29.345480+00:00,defender,D0_observe,0.24661858292708333
llm_defender,sen4_edge2_clouddb,6,2026-06-24T00:25:29.345480+00:00,defender,D2_rate_limit_sen4,0.25364391121875
llm_defender,sen4_edge2_clouddb,6,2026-06-24T00:25:29.345480+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.24880451942708334
llm_defender,sen4_edge2_clouddb,6,2026-06-24T00:25:29.345480+00:00,defender,D4_isolate_edge2_vm_s4,0.25093298642708334
llm_defender,sen4_edge2_clouddb,7,2026-06-24T00:29:33.550732+00:00,attacker,A2_sensor_http_abuse_sen4,0.502784911994
llm_defender,sen4_edge2_clouddb,7,2026-06-24T00:29:33.550732+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.497215088006
llm_defender,sen4_edge2_clouddb,7,2026-06-24T00:29:33.550732+00:00,defender,D0_observe,0.24661858292708333
llm_defender,sen4_edge2_clouddb,7,2026-06-24T00:29:33.550732+00:00,defender,D2_rate_limit_sen4,0.25364391121875
llm_defender,sen4_edge2_clouddb,7,2026-06-24T00:29:33.550732+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.24880451942708334
llm_defender,sen4_edge2_clouddb,7,2026-06-24T00:29:33.550732+00:00,defender,D4_isolate_edge2_vm_s4,0.25093298642708334
llm_defender,sen4_edge2_clouddb,8,2026-06-24T00:33:01.067970+00:00,attacker,A2_sensor_http_abuse_sen4,0.502784911994
llm_defender,sen4_edge2_clouddb,8,2026-06-24T00:33:01.067970+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.497215088006
llm_defender,sen4_edge2_clouddb,8,2026-06-24T00:33:01.067970+00:00,defender,D0_observe,0.24661858292708333
llm_defender,sen4_edge2_clouddb,8,2026-06-24T00:33:01.067970+00:00,defender,D2_rate_limit_sen4,0.25364391121875
llm_defender,sen4_edge2_clouddb,8,2026-06-24T00:33:01.067970+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.24880451942708334
llm_defender,sen4_edge2_clouddb,8,2026-06-24T00:33:01.067970+00:00,defender,D4_isolate_edge2_vm_s4,0.25093298642708334
llm_defender,sen4_edge2_clouddb,9,2026-06-24T03:25:52.119372+00:00,attacker,A1_sensor_probe_sen4,0.2512742662928911
llm_defender,sen4_edge2_clouddb,9,2026-06-24T03:25:52.119372+00:00,attacker,A2_sensor_http_abuse_sen4,0.376490444837167
llm_defender,sen4_edge2_clouddb,9,2026-06-24T03:25:52.119372+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3722352888699419
llm_defender,sen4_edge2_clouddb,9,2026-06-24T03:25:52.119372+00:00,defender,D0_observe,0.29609373447542586
llm_defender,sen4_edge2_clouddb,9,2026-06-24T03:25:52.119372+00:00,defender,D1_quarantine_sen4,0.39953518014036926
llm_defender,sen4_edge2_clouddb,9,2026-06-24T03:25:52.119372+00:00,defender,D2_rate_limit_sen4,0.30437108538420493
llm_defender,sen4_edge2_clouddb,10,2026-06-24T03:28:29.426755+00:00,attacker,A1_sensor_probe_sen4,0.2512742662928911
llm_defender,sen4_edge2_clouddb,10,2026-06-24T03:28:29.426755+00:00,attacker,A2_sensor_http_abuse_sen4,0.376490444837167
llm_defender,sen4_edge2_clouddb,10,2026-06-24T03:28:29.426755+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3722352888699419
llm_defender,sen4_edge2_clouddb,10,2026-06-24T03:28:29.426755+00:00,defender,D0_observe,0.29609373447542586
llm_defender,sen4_edge2_clouddb,10,2026-06-24T03:28:29.426755+00:00,defender,D1_quarantine_sen4,0.39953518014036926
llm_defender,sen4_edge2_clouddb,10,2026-06-24T03:28:29.426755+00:00,defender,D2_rate_limit_sen4,0.30437108538420493
llm_defender,sen4_edge2_clouddb,11,2026-06-26T02:04:30.721186+00:00,attacker,A1_sensor_probe_sen4,0.2512742662928911
llm_defender,sen4_edge2_clouddb,11,2026-06-26T02:04:30.721186+00:00,attacker,A2_sensor_http_abuse_sen4,0.376490444837167
llm_defender,sen4_edge2_clouddb,11,2026-06-26T02:04:30.721186+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3722352888699419
llm_defender,sen4_edge2_clouddb,11,2026-06-26T02:04:30.721186+00:00,defender,D0_observe,0.29609373447542586
llm_defender,sen4_edge2_clouddb,11,2026-06-26T02:04:30.721186+00:00,defender,D1_quarantine_sen4,0.39953518014036926
llm_defender,sen4_edge2_clouddb,11,2026-06-26T02:04:30.721186+00:00,defender,D2_rate_limit_sen4,0.30437108538420493
llm_defender,sen4_edge2_clouddb,12,2026-06-26T02:12:13.099929+00:00,attacker,A1_sensor_probe_sen4,0.2512742662928911
llm_defender,sen4_edge2_clouddb,12,2026-06-26T02:12:13.099929+00:00,attacker,A2_sensor_http_abuse_sen4,0.376490444837167
llm_defender,sen4_edge2_clouddb,12,2026-06-26T02:12:13.099929+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3722352888699419
llm_defender,sen4_edge2_clouddb,12,2026-06-26T02:12:13.099929+00:00,defender,D0_observe,0.29609373447542586
llm_defender,sen4_edge2_clouddb,12,2026-06-26T02:12:13.099929+00:00,defender,D1_quarantine_sen4,0.39953518014036926
llm_defender,sen4_edge2_clouddb,12,2026-06-26T02:12:13.099929+00:00,defender,D2_rate_limit_sen4,0.30437108538420493
llm_defender,sen4_edge2_clouddb,13,2026-06-26T02:38:19.973757+00:00,attacker,A1_sensor_probe_sen4,0.2512742662928911
llm_defender,sen4_edge2_clouddb,13,2026-06-26T02:38:19.973757+00:00,attacker,A2_sensor_http_abuse_sen4,0.376490444837167
llm_defender,sen4_edge2_clouddb,13,2026-06-26T02:38:19.973757+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3722352888699419
llm_defender,sen4_edge2_clouddb,13,2026-06-26T02:38:19.973757+00:00,defender,D0_observe,0.29609373447542586
llm_defender,sen4_edge2_clouddb,13,2026-06-26T02:38:19.973757+00:00,defender,D1_quarantine_sen4,0.39953518014036926
llm_defender,sen4_edge2_clouddb,13,2026-06-26T02:38:19.973757+00:00,defender,D2_rate_limit_sen4,0.30437108538420493
llm_defender,sen4_edge2_clouddb,14,2026-06-26T02:41:53.886723+00:00,attacker,A1_sensor_probe_sen4,0.25093974502318644
llm_defender,sen4_edge2_clouddb,14,2026-06-26T02:41:53.886723+00:00,attacker,A2_sensor_http_abuse_sen4,0.37686117003461966
llm_defender,sen4_edge2_clouddb,14,2026-06-26T02:41:53.886723+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3721990849421939
llm_defender,sen4_edge2_clouddb,14,2026-06-26T02:41:53.886723+00:00,defender,D0_observe,1.0
llm_defender,sen4_edge2_clouddb,15,2026-06-26T02:46:46.917861+00:00,attacker,A1_sensor_probe_sen4,0.25093974502318644
llm_defender,sen4_edge2_clouddb,15,2026-06-26T02:46:46.917861+00:00,attacker,A2_sensor_http_abuse_sen4,0.37686117003461966
llm_defender,sen4_edge2_clouddb,15,2026-06-26T02:46:46.917861+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3721990849421939
llm_defender,sen4_edge2_clouddb,15,2026-06-26T02:46:46.917861+00:00,defender,D0_observe,1.0
llm_defender,sen4_edge2_clouddb,16,2026-06-26T02:57:57.318296+00:00,attacker,A1_sensor_probe_sen4,0.25093974502318644
llm_defender,sen4_edge2_clouddb,16,2026-06-26T02:57:57.318296+00:00,attacker,A2_sensor_http_abuse_sen4,0.37686117003461966
llm_defender,sen4_edge2_clouddb,16,2026-06-26T02:57:57.318296+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.3721990849421939
llm_defender,sen4_edge2_clouddb,16,2026-06-26T02:57:57.318296+00:00,defender,D0_observe,1.0
llm_defender,sen4_edge2_clouddb,17,2026-06-26T03:37:20.147312+00:00,attacker,A2_sensor_http_abuse_sen4,0.5045370642347397
llm_defender,sen4_edge2_clouddb,17,2026-06-26T03:37:20.147312+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.4954629357652603
llm_defender,sen4_edge2_clouddb,17,2026-06-26T03:37:20.147312+00:00,defender,D0_observe,0.32433297191418775
llm_defender,sen4_edge2_clouddb,17,2026-06-26T03:37:20.147312+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.33606013615390057
llm_defender,sen4_edge2_clouddb,17,2026-06-26T03:37:20.147312+00:00,defender,D4_isolate_edge2_vm_s4,0.3396068919319118
llm_defender,sen4_edge2_clouddb,18,2026-06-26T03:52:31.671777+00:00,defender,D0_observe,0.49779386902870215
llm_defender,sen4_edge2_clouddb,18,2026-06-26T03:52:31.671777+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.502206130971298
llm_defender,sen4_edge2_clouddb,19,2026-06-29T04:07:45.573363+00:00,attacker,A2_sensor_http_abuse_sen4,0.5052699982341299
llm_defender,sen4_edge2_clouddb,19,2026-06-29T04:07:45.573363+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.4947300017658701
llm_defender,sen4_edge2_clouddb,19,2026-06-29T04:07:45.573363+00:00,defender,D0_observe,0.1986153146636957
llm_defender,sen4_edge2_clouddb,19,2026-06-29T04:07:45.573363+00:00,defender,D1_quarantine_sen4,0.16982785227062347
llm_defender,sen4_edge2_clouddb,19,2026-06-29T04:07:45.573363+00:00,defender,D2_rate_limit_sen4,0.21199029836209585
llm_defender,sen4_edge2_clouddb,19,2026-06-29T04:07:45.573363+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.20885237949834337
llm_defender,sen4_edge2_clouddb,19,2026-06-29T04:07:45.573363+00:00,defender,D4_isolate_edge2_vm_s4,0.2107141552052417
llm_defender,sen4_edge2_clouddb,20,2026-06-29T04:15:06.382609+00:00,attacker,A2_sensor_http_abuse_sen4,0.5045370642347397
llm_defender,sen4_edge2_clouddb,20,2026-06-29T04:15:06.382609+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.4954629357652603
llm_defender,sen4_edge2_clouddb,20,2026-06-29T04:15:06.382609+00:00,defender,D0_observe,0.3243329719141877
llm_defender,sen4_edge2_clouddb,20,2026-06-29T04:15:06.382609+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.3360601361539005
llm_defender,sen4_edge2_clouddb,20,2026-06-29T04:15:06.382609+00:00,defender,D4_isolate_edge2_vm_s4,0.33960689193191174
llm_defender,sen4_edge2_clouddb,21,2026-06-29T04:25:13.517612+00:00,attacker,A2_sensor_http_abuse_sen4,0.5052699982341299
llm_defender,sen4_edge2_clouddb,21,2026-06-29T04:25:13.517612+00:00,attacker,A6_sen4_edge_to_cloud_probe,0.4947300017658701
llm_defender,sen4_edge2_clouddb,21,2026-06-29T04:25:13.517612+00:00,defender,D0_observe,0.1986153146636957
llm_defender,sen4_edge2_clouddb,21,2026-06-29T04:25:13.517612+00:00,defender,D1_quarantine_sen4,0.16982785227062347
llm_defender,sen4_edge2_clouddb,21,2026-06-29T04:25:13.517612+00:00,defender,D2_rate_limit_sen4,0.21199029836209585
llm_defender,sen4_edge2_clouddb,21,2026-06-29T04:25:13.517612+00:00,defender,D3_isolate_edge2_gw_for_sen4,0.20885237949834337
llm_defender,sen4_edge2_clouddb,21,2026-06-29T04:25:13.517612+00:00,defender,D4_isolate_edge2_vm_s4,0.2107141552052417
llm_defender,sen4_edge2_clouddb,22,2026-06-30T01:57:56.838653+00:00,defender,D0_observe,0.2958491091214667
llm_defender,sen4_edge2_clouddb,22,2026-06-30T01:57:56.838653+00:00,defender,D1_quarantine_sen4,0.39987404248573216
llm_defender,sen4_edge2_clouddb,22,2026-06-30T01:57:56.838653+00:00,defender,D2_rate_limit_sen4,0.30427684839280117
